x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127,bias
0.23651218,0.045262583,0.083469816,0.15900107,0.04498422,-0.08872276,0.2563105,0.29019743,-0.13040148,0.068222106,-0.027615571,0.060308326,0.17286251,0.25213295,0.25936502,0.054081067,-0.18869981,0.071862884,0.13112155,0.112080894,0.086253546,-0.002096285,0.16595833,-0.02522665,0.018186936,0.113075964,-0.30679148,-0.29467192,0.038881075,-0.07993108,0.4591416,-0.012497377,-0.028153358,-0.18893957,-0.07000262,0.18903692,0.060520805,-0.011974475,0.056159325,-0.12031551,0.101793155,0.020218013,0.04112579,-0.087516695,-0.0027807308,-0.049556665,0.1350948,-0.12099415,0.04824001,0.040642276,0.019453311,0.078670986,-0.025123106,0.20518728,-0.07365875,-0.00026425882,0.050527357,-0.16140799,-0.009091604,0.006579001,0.10062625,-0.096628085,-0.10465761,-0.022376176,0.05155802,-0.10757586,0.15955193,0.011574676,0.06372789,-0.033474166,-0.19327362,-0.22708558,-0.10884174,0.11302648,0.29799566,0.23045072,-0.13403235,-0.26060474,-0.1074736,0.093966395,0.09813834,-0.16571298,0.038024135,0.12347351,0.08815647,0.021446738,-0.016887201,0.24887326,-0.10658857,0.020011242,0.20903374,-0.028632708,0.18566082,0.10391605,-0.20793842,0.123531416,-0.21462823,-0.009134362,-0.1250289,0.006824209,-0.1501154,-0.03439874,-0.13154459,-0.0760385,0.2777473,-0.05432024,0.18336834,0.22349992,-0.06089476,0.06580229,0.034770764,-0.04742576,0.19266355,-0.10291331,-0.16378552,-0.097849205,0.037434977,-0.008753375,0.065728776,0.0056041037,0.07951538,0.018228984,0.08402823,-0.12173152,0.36911017,0.2366156,-0.15452202,0.15714128,-0.042152155
0.18641955,-0.19219926,0.14368531,0.037359662,-0.041472636,0.23271862,-0.09127343,0.16524826,0.21063669,0.0841096,0.10126875,-0.34799978,0.24460214,-0.015852584,-0.05626041,0.06259427,-0.07628572,-0.16662373,-0.1125747,-0.11164485,-0.071786255,0.13901982,0.047110733,0.043142304,0.042619567,-0.026411032,-0.027496036,0.08972655,0.12125367,0.096866556,-0.015028999,-0.083784044,0.11784454,-0.46293354,0.06104051,0.0010722182,0.037084106,0.05945841,-0.16510636,-0.3663648,-0.04013753,0.2615579,-0.013086437,0.116039336,-0.05905004,0.08066262,-0.028495926,0.1367568,0.10319014,-0.09072382,-0.10939964,0.030941132,0.1534204,0.098912254,0.004832402,0.029904483,0.11934075,0.3846544,0.31531376,-0.08330959,-0.058826692,0.18163736,0.09375477,-0.12128129,-0.027362963,-0.027322454,-0.09235109,-0.22798784,0.23492697,-0.2472451,-0.23145252,-0.024575112,0.095403925,-0.19840795,-0.073593326,0.1590372,-0.27816433,-0.020976422,0.05375849,-0.24637266,0.19255048,-0.13908912,0.11223711,0.20260464,-0.11279929,0.13035244,-0.12626837,0.009449312,-0.01646825,0.13931255,-0.21908286,-0.19057882,-0.119991854,0.03752989,0.15542841,-0.027481157,-0.29173133,-0.04350065,-0.11168762,-0.09353055,0.26734662,-0.12068898,0.031168522,-0.10753054,0.078580104,0.10983867,0.0014729174,0.14051175,-0.11233882,-0.030750649,-0.1650782,-0.06901441,0.0626116,-0.1452505,0.025917407,-0.033694107,-0.09720056,0.27334446,0.3117675,0.07206389,-0.011804996,0.094516315,0.030763546,-0.11365064,0.14286922,0.091940634,0.058980193,0.09846343,-0.047310457
-0.103611,0.08644934,-0.081516325,0.0996452,0.07378744,-0.1626411,0.07613038,-0.1276585,0.009734105,0.0077970875,0.10986293,0.16390336,-0.121682726,-0.16811202,0.0048536323,0.04253228,-0.029487591,-0.09441356,-0.12628418,0.13986143,0.023746066,0.10413717,-0.06717962,-0.18887495,-0.013231515,0.14910407,0.06285959,-0.10172554,-0.006441736,0.024593452,0.051087666,-0.1842115,0.2194519,-0.0046378467,-0.040987715,0.2537503,-0.08927197,0.012284543,0.24271087,0.023798646,0.23092112,-0.018500853,0.25089315,0.13335466,-0.051133722,0.01558404,0.11340798,0.036986403,0.3333301,0.14877139,0.06710397,-0.266142,-0.07873491,-0.0441706,-0.3234205,0.34922248,-0.18096928,0.08637089,-0.33805752,0.09589757,0.3109932,0.16153638,-0.013821687,0.066010565,-0.030901501,0.15850207,0.12199898,-0.11422021,-0.11594642,0.05332919,-0.09657637,-0.003422074,-0.006465157,-0.007443426,-0.040639915,-0.19143075,0.22378366,-0.028033862,0.08059543,0.15651815,0.013829861,0.08448643,0.14146207,-0.08432333,0.047903,-0.079026625,-0.06902628,-0.006165459,0.027225021,0.073016,-0.17295003,-0.059158552,0.015898237,0.01539665,-0.007504005,0.03002604,0.03423045,-0.20473796,0.3586206,0.11753825,-0.2448229,0.061321564,-0.049464904,0.081107154,0.068541706,-0.060023062,-0.11520376,-0.06856974,0.2268194,-0.17037287,-0.008249597,0.053666797,-0.24531223,0.041970897,0.11730157,0.12893355,0.06057096,0.12373311,-0.019329363,0.046954587,0.3097015,0.080663696,0.0022964699,0.11005945,-0.25209847,-0.1533628,-0.12769592,0.02799819,0.047428697
