x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,bias
-0.0085020205,0.012468145,0.0014388016,-0.017728494,0.015163906,-0.009868352,0.008099519,0.004217011,-0.001290585,-0.004576096,0.00421985,-0.0006681,-0.019494582,0.0009328474,-0.0016093457,-0.0015716099,-0.00019102232,0.0033217124,0.0007704842,0.019690016,-0.001262715,0.008497651,0.0032895126,-0.0021736394,0.0043805316,0.0012674087,0.0033328882,-0.006835573,0.0077491533,-0.0012678218,0.00038497243,-0.009807568,0.017847775,1.0916803e-05,-0.0041933805,-0.000446487,0.0005496646,-0.0038417852,0.00042759744,-0.010155418,0.0022646128,-0.007514181,0.0005712393,0.0076828604,0.0036229545,0.00086753827,0.0016376264,0.00021356171,-0.009288818,-0.0008414089,0.014318725,-0.050648313,0.0029722643,-0.003205027,-0.0022803938,-0.0015136102,-0.0030330927,0.0021289543,0.008265604,0.014735768,0.00018076866,-0.0027997147,-0.010332216,0.0023248596,0.0
-0.001366301,-0.0021783796,-0.0036422282,-0.0003029605,-0.00710486,0.0011906673,-0.017468896,0.0017964904,0.009333145,-0.0010289209,0.00025329395,0.0016267159,-0.0044203806,-0.002050417,0.007861949,-0.008419649,0.0025294703,0.0032636551,-0.00039715887,0.0019419702,-0.0025672796,0.0062968787,0.0016352773,0.00013492134,-0.008073461,-0.0007854992,0.0065647545,0.0046339226,0.00029289877,0.006548995,0.008750702,0.008381177,-0.0043005846,0.0041851704,0.008184842,0.0043869694,-0.0051688906,-0.004475152,-9.206279e-05,0.015293605,0.0026809094,0.08313108,0.003960644,0.0029540053,-0.0027900734,0.004594127,0.007179851,-0.001893125,-0.0016031112,-0.0082804505,-0.0051987153,0.0072723073,-0.003989372,0.017281204,-5.1682815e-05,-0.007729806,0.0046278327,0.014478013,-0.0042000036,0.008433825,-0.060095638,0.0014133025,0.0041858037,-0.011449001,0.0
-0.0003674362,-0.007844293,-0.009120711,0.0010269545,0.0026217683,-0.0003105445,0.00069181493,0.0063606105,0.014347123,0.007612768,0.005487721,-0.00031235314,-0.0017078351,-0.041824084,0.001924467,0.008219403,-0.008375775,-0.0012450438,0.004154715,-0.007359827,0.0018329975,0.015986864,0.004584107,0.01884572,0.0024228897,-0.0032763823,0.0041096946,-0.018692654,0.0055948105,0.015554711,0.000871251,-0.008182848,-0.001110884,-0.0022332899,-0.019611428,-0.00022057001,0.013427428,-0.006289057,4.7177076e-05,0.018345473,-0.0036707006,-0.005950876,-0.019245574,-0.0021852485,0.018821329,-0.0006884899,0.0045789364,-9.105948e-06,0.004608658,-0.0044834474,-0.0031868895,0.008283971,-0.0011509472,-0.0018289658,-0.019815328,-0.0037514973,-0.0014628482,-0.00076195184,-0.016654175,0.004381671,0.019332979,0.0012731513,0.0006411334,-0.0021103802,0.0
