0,1
1,0
2,2
3,2
4,0
5,2
6,0
7,0
8,1
9,2
10,0
11,2
12,0
13,0
14,1
15,0
16,1
17,2
18,2
19,2
20,0
21,0
22,1
23,0
24,2
25,0
26,2
27,0
28,1
29,0
30,2
31,2
32,1
33,2
34,0
35,1
36,1
37,1
38,2
39,1
40,2
41,0
42,0
43,1
44,1
45,0
46,0
47,1
48,2
49,0
50,2
51,2
52,1
53,1
54,0
55,1
56,1
57,2
58,0
59,0
60,1
61,0
62,1
63,1
64,1
65,2
66,0
67,1
68,0
69,0
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,2
80,1
81,0
82,1
83,1
84,1
85,1
86,2
87,1
88,0
89,0
90,1
91,0
92,2
93,1
94,1
95,2
96,2
97,1
98,1
99,0
100,2
101,0
102,0
103,0
104,1
105,0
106,0
107,1
108,0
109,1
110,0
111,1
112,1
113,2
114,0
115,2
116,1
117,0
118,1
119,2
120,0
121,1
122,1
123,2
124,1
125,2
126,0
127,2
128,1
129,0
130,0
131,0
132,0
133,1
134,2
135,0
136,0
137,2
138,1
139,1
140,2
141,2
142,1
143,0
144,0
145,0
146,0
147,0
148,2
149,0
150,2
151,1
152,1
153,0
154,2
155,0
156,0
157,0
158,0
159,1
160,1
161,0
162,2
163,0
164,2
165,1
166,1
167,0
168,0
169,2
170,1
171,0
172,2
173,2
174,1
175,1
176,1
177,0
178,0
179,0
180,0
181,0
182,0
183,1
184,0
185,0
186,2
187,1
188,0
189,2
190,1
191,0
192,0
193,0
194,1
195,0
196,1
197,1
198,1
199,1
200,0
201,1
202,1
203,0
204,1
205,0
206,0
207,0
208,1
209,0
210,1
211,1
212,1
213,2
214,1
215,1
216,1
217,0
218,0
219,2
220,0
221,0
222,0
223,0
224,2
225,1
226,2
227,2
228,0
229,2
230,1
231,0
232,1
233,1
234,0
235,2
236,0
237,1
238,2
239,1
240,1
241,1
242,2
243,0
244,2
245,2
246,1
247,2
248,0
249,0
250,2
251,0
252,0
253,1
254,1
255,0
256,1
257,2
258,2
259,0
260,2
261,0
262,0
263,1
264,1
265,0
266,2
267,0
268,1
269,2
270,0
271,2
272,0
273,0
274,0
275,0
276,2
277,0
278,0
279,1
280,2
281,1
282,1
283,2
284,2
285,2
286,2
287,0
288,1
289,1
290,0
291,0
292,1
293,1
294,2
295,0
296,0
297,1
298,2
299,0
300,0
301,1
302,0
303,1
304,1
305,1
306,1
307,1
308,0
309,2
310,1
311,0
312,1
313,1
314,1
315,0
316,2
317,0
318,0
319,0
320,0
321,1
322,2
323,2
324,2
325,1
326,2
327,0
328,1
329,0
330,1
331,1
332,2
333,2
334,2
335,0
336,0
337,0
338,1
339,0
340,0
341,2
342,0
343,2
344,2
345,0
346,2
347,0
348,1
349,0
350,1
351,0
352,1
353,2
354,2
355,2
356,2
357,0
358,0
359,0
360,1
361,0
362,2
363,0
364,0
365,1
366,0
367,0
368,2
369,0
370,0
371,2
372,1
373,2
374,1
375,1
376,2
377,1
378,0
379,1
380,1
381,1
382,0
383,1
384,1
385,1
386,2
387,0
388,0
389,2
390,0
391,2
392,1
393,1
394,1
395,2
396,2
397,0
398,1
399,0
400,0
401,2
402,0
403,1
404,0
405,0
406,1
407,0
408,1
409,2
410,1
411,1
412,2
413,2
414,2
415,0
416,0
417,1
418,2
419,0
420,0
421,1
422,0
423,0
424,0
425,1
426,0
427,0
428,1
429,1
430,0
431,2
432,0
433,1
434,1
435,1
436,1
437,1
438,2
439,1
440,2
441,0
442,0
443,0
444,0
445,0
446,0
447,1
448,2
449,0
450,0
451,0
452,2
453,1
454,1
455,0
456,0
457,2
458,1
459,0
460,2
461,0
462,2
463,0
464,1
465,1
466,2
467,1
468,2
469,1
470,1
471,1
472,1
473,2
474,0
475,1
476,1
477,0
478,0
479,0
480,1
481,0
482,1
483,2
484,1
485,1
486,2
487,2
488,2
489,1
490,0
491,1
492,0
493,0
494,0
495,2
496,2
497,2
498,2
499,0
500,1
501,1
502,0
503,0
504,0
505,0
506,1
507,0
508,2
509,2
510,0
511,1
512,0
513,1
514,0
515,2
516,2
517,1
518,2
519,0
520,0
521,1
522,0
523,0
524,0
525,1
526,0
527,0
528,1
529,1
530,2
531,0
532,1
533,2
534,2
535,0
536,0
537,1
538,2
539,1
540,1
541,2
542,0
543,0
544,2
545,2
546,1
547,1
548,1
549,0
550,0
551,0
552,1
553,1
554,2
555,0
556,1
557,0
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,2
566,2
567,0
568,0
569,1
570,0
571,0
572,1
573,2
574,0
575,1
576,1
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,1
585,0
586,2
587,0
588,1
589,1
590,0
591,0
592,0
593,0
594,1
595,2
596,0
597,0
598,1
599,0
600,2
601,0
602,0
603,0
604,1
605,1
606,2
607,1
608,2
609,1
610,0
611,1
612,1
613,0
614,1
615,2
616,1
617,1
618,1
619,1
620,1
621,2
622,0
623,0
624,2
625,2
626,2
627,0
628,1
629,2
630,0
631,2
632,0
633,1
634,0
635,2
636,1
637,1
638,2
639,1
640,2
641,2
642,0
643,1
644,0
645,1
646,2
647,2
648,0
649,2
650,2
651,1
652,0
653,0
654,1
655,0
656,1
657,2
658,0
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,2
669,2
670,0
671,0
672,2
673,0
674,0
675,2
676,0
677,1
678,2
679,2
680,0
681,1
682,0
683,1
684,0
685,2
686,2
687,0
688,1
689,1
690,1
691,0
692,0
693,1
694,0
695,2
696,0
697,1
698,0
699,1
700,1
701,1
702,1
703,0
704,1
705,0
706,1
707,0
708,0
709,0
710,0
711,2
712,0
713,1
714,0
715,0
716,1
717,2
718,0
719,0
720,2
721,1
722,1
723,2
724,0
725,2
726,1
727,0
728,2
729,1
730,0
731,1
732,1
733,0
734,2
735,1
736,0
737,1
738,1
739,2
740,0
741,0
742,2
743,1
744,0
745,0
746,0
747,0
748,0
749,1
750,1
751,2
752,0
753,1
754,1
755,1
756,2
757,1
758,1
759,0
760,2
761,0
762,1
763,2
764,0
765,2
766,2
767,1
768,1
769,1
770,0
771,1
772,1
773,0
774,2
775,1
776,1
777,0
778,2
779,1
780,0
781,2
782,0
783,2
784,1
785,1
786,0
787,0
788,0
789,0
790,1
791,1
792,1
793,0
794,2
795,0
796,0
797,2
798,1
799,1
800,1
801,1
802,2
803,0
804,2
805,1
806,1
807,0
808,0
809,0
810,0
811,2
812,0
813,2
814,1
815,0
816,1
817,1
818,1
819,0
820,0
821,1
822,2
823,1
824,0
825,2
826,2
827,2
828,2
829,2
830,0
831,1
832,0
833,1
834,2
835,0
836,2
837,1
838,0
839,0
840,0
841,2
842,1
843,0
844,1
845,0
846,1
847,2
848,0
849,0
850,0
851,0
852,2
853,1
854,2
855,2
856,1
857,0
858,2
859,1
860,1
861,1
862,1
863,0
864,0
865,1
866,0
867,2
868,2
869,2
870,0
871,1
872,1
873,1
874,0
875,1
876,0
877,1
878,1
879,2
880,2
881,0
882,2
883,0
884,1
885,0
886,0
887,1
888,2
889,1
890,2
891,1
892,1
893,0
894,1
895,1
896,2
897,1
898,0
899,0
900,1
901,0
902,1
903,2
904,0
905,0
906,0
907,1
908,0
909,1
910,0
911,0
912,1
913,0
914,2
915,2
916,2
917,2
918,0
919,2
920,0
921,0
922,0
923,1
924,0
925,0
926,1
927,1
928,0
929,0
930,1
931,0
932,2
933,2
934,0
935,0
936,0
937,0
938,2
939,1
940,2
941,1
942,0
943,1
944,1
945,0
946,1
947,0
948,2
949,2
950,2
951,2
952,1
953,1
954,0
955,2
956,2
957,1
958,2
959,2
960,0
961,0
962,0
963,1
964,2
965,1
966,1
967,1
968,2
969,1
970,0
971,0
972,0
973,0
974,1
975,1
976,0
977,0
978,1
979,0
980,1
981,0
982,1
983,2
984,0
985,2
986,2
987,1
988,1
989,2
990,0
991,0
992,0
993,1
994,1
995,1
996,1
997,0
998,1
999,1
